Country,League,Matchday,Hometeam,Awayteam
Spain,La Liga Primera,12,Ath Bilbao,Oviedo
Spain,La Liga Primera,12,Ath Madrid,Levante
Spain,La Liga Primera,12,Elche,Sociedad
Spain,La Liga Primera,12,Espanol,Villarreal
Spain,La Liga Primera,12,Vallecano,Real Madrid
Spain,La Liga Primera,12,Girona,Alaves
Spain,La Liga Primera,12,Celta,Barcelona
Spain,La Liga Primera,12,Valencia,Betis
Spain,La Liga Primera,12,Mallorca,Getafe
Spain,La Liga Primera,12,Sevilla,Osasuna
Spain,La Liga Primera,13,Alaves,Celta
Spain,La Liga Primera,13,Betis,Girona
Spain,La Liga Primera,13,Elche,Real Madrid
Spain,La Liga Primera,13,Espanol,Sevilla
Spain,La Liga Primera,13,Osasuna,Sociedad
Spain,La Liga Primera,13,Oviedo,Vallecano
Spain,La Liga Primera,13,Barcelona,Ath Bilbao
Spain,La Liga Primera,13,Getafe,Ath Madrid
Spain,La Liga Primera,13,Valencia,Levante
Spain,La Liga Primera,13,Villarreal,Mallorca
Spain,La Liga Primera,14,Ath Madrid,Oviedo
Spain,La Liga Primera,14,Celta,Espanol
Spain,La Liga Primera,14,Girona,Real Madrid
Spain,La Liga Primera,14,Mallorca,Osasuna
Spain,La Liga Primera,14,Vallecano,Valencia
Spain,La Liga Primera,14,Sociedad,Villarreal
Spain,La Liga Primera,14,Barcelona,Alaves
Spain,La Liga Primera,14,Levante,Ath Bilbao
Spain,La Liga Primera,14,Sevilla,Betis
Spain,La Liga Primera,14,Getafe,Elche
Spain,La Liga Primera,15,Alaves,Sociedad
Spain,La Liga Primera,15,Ath Bilbao,Ath Madrid
Spain,La Liga Primera,15,Elche,Girona
Spain,La Liga Primera,15,Espanol,Vallecano
Spain,La Liga Primera,15,Betis,Barcelona
Spain,La Liga Primera,15,Real Madrid,Celta
Spain,La Liga Primera,15,Villarreal,Getafe
Spain,La Liga Primera,15,Osasuna,Levante
Spain,La Liga Primera,15,Oviedo,Mallorca
Spain,La Liga Primera,15,Valencia,Sevilla
Spain,La Liga Primera,16,Alaves,Real Madrid
Spain,La Liga Primera,16,Ath Madrid,Valencia
Spain,La Liga Primera,16,Barcelona,Osasuna
Spain,La Liga Primera,16,Levante,Villarreal
Spain,La Liga Primera,16,Celta,Ath Bilbao
Spain,La Liga Primera,16,Vallecano,Betis
Spain,La Liga Primera,16,Mallorca,Elche
Spain,La Liga Primera,16,Getafe,Espanol
Spain,La Liga Primera,16,Sociedad,Girona
Spain,La Liga Primera,16,Sevilla,Oviedo
Spain,La Liga Primera,17,Ath Bilbao,Espanol
Spain,La Liga Primera,17,Betis,Getafe
Spain,La Liga Primera,17,Elche,Vallecano
Spain,La Liga Primera,17,Levante,Sociedad
Spain,La Liga Primera,17,Real Madrid,Sevilla
Spain,La Liga Primera,17,Osasuna,Alaves
Spain,La Liga Primera,17,Girona,Ath Madrid
Spain,La Liga Primera,17,Villarreal,Barcelona
Spain,La Liga Primera,17,Oviedo,Celta
Spain,La Liga Primera,17,Valencia,Mallorca
Spain,La Liga Primera,18,Alaves,Oviedo
Spain,La Liga Primera,18,Celta,Valencia
Spain,La Liga Primera,18,Elche,Villarreal
Spain,La Liga Primera,18,Osasuna,Ath Bilbao
Spain,La Liga Primera,18,Sociedad,Ath Madrid
Spain,La Liga Primera,18,Espanol,Barcelona
Spain,La Liga Primera,18,Real Madrid,Betis
Spain,La Liga Primera,18,Vallecano,Getafe
Spain,La Liga Primera,18,Mallorca,Girona
Spain,La Liga Primera,18,Sevilla,Levante
Spain,La Liga Primera,19,Ath Bilbao,Real Madrid
Spain,La Liga Primera,19,Getafe,Sociedad
Spain,La Liga Primera,19,Girona,Osasuna
Spain,La Liga Primera,19,Villarreal,Alaves
Spain,La Liga Primera,19,Barcelona,Ath Madrid
Spain,La Liga Primera,19,Oviedo,Betis
Spain,La Liga Primera,19,Sevilla,Celta
Spain,La Liga Primera,19,Valencia,Elche
Spain,La Liga Primera,19,Levante,Espanol
Spain,La Liga Primera,19,Vallecano,Mallorca
Spain,La Liga Primera,20,Betis,Villarreal
Spain,La Liga Primera,20,Celta,Vallecano
Spain,La Liga Primera,20,Elche,Sevilla
Spain,La Liga Primera,20,Espanol,Girona
Spain,La Liga Primera,20,Getafe,Valencia
Spain,La Liga Primera,20,Osasuna,Oviedo
Spain,La Liga Primera,20,Ath Madrid,Alaves
Spain,La Liga Primera,20,Mallorca,Ath Bilbao
Spain,La Liga Primera,20,Sociedad,Barcelona
Spain,La Liga Primera,20,Real Madrid,Levante
Spain,La Liga Primera,21,Alaves,Betis
Spain,La Liga Primera,21,Ath Madrid,Mallorca
Spain,La Liga Primera,21,Barcelona,Oviedo
Spain,La Liga Primera,21,Sevilla,Ath Bilbao
Spain,La Liga Primera,21,Sociedad,Celta
Spain,La Liga Primera,21,Levante,Elche
Spain,La Liga Primera,21,Valencia,Espanol
Spain,La Liga Primera,21,Girona,Getafe
Spain,La Liga Primera,21,Vallecano,Osasuna
Spain,La Liga Primera,21,Villarreal,Real Madrid
Spain,La Liga Primera,22,Ath Bilbao,Sociedad
Spain,La Liga Primera,22,Betis,Valencia
Spain,La Liga Primera,22,Mallorca,Sevilla
Spain,La Liga Primera,22,Osasuna,Villarreal
Spain,La Liga Primera,22,Espanol,Alaves
Spain,La Liga Primera,22,Levante,Ath Madrid
Spain,La Liga Primera,22,Elche,Barcelona
Spain,La Liga Primera,22,Getafe,Celta
Spain,La Liga Primera,22,Oviedo,Girona
Spain,La Liga Primera,22,Real Madrid,Vallecano
Spain,La Liga Primera,23,Alaves,Getafe
Spain,La Liga Primera,23,Ath Bilbao,Levante
Spain,La Liga Primera,23,Ath Madrid,Betis
Spain,La Liga Primera,23,Barcelona,Mallorca
Spain,La Liga Primera,23,Celta,Osasuna
Spain,La Liga Primera,23,Sociedad,Elche
Spain,La Liga Primera,23,Villarreal,Espanol
Spain,La Liga Primera,23,Sevilla,Girona
Spain,La Liga Primera,23,Valencia,Real Madrid
Spain,La Liga Primera,23,Vallecano,Oviedo
Spain,La Liga Primera,24,Elche,Osasuna
Spain,La Liga Primera,24,Getafe,Villarreal
Spain,La Liga Primera,24,Levante,Valencia
Spain,La Liga Primera,24,Real Madrid,Sociedad
Spain,La Liga Primera,24,Sevilla,Alaves
Spain,La Liga Primera,24,Oviedo,Ath Bilbao
Spain,La Liga Primera,24,Vallecano,Ath Madrid
Spain,La Liga Primera,24,Girona,Barcelona
Spain,La Liga Primera,24,Mallorca,Betis
Spain,La Liga Primera,24,Espanol,Celta
Spain,La Liga Primera,25,Alaves,Girona
Spain,La Liga Primera,25,Ath Bilbao,Elche
Spain,La Liga Primera,25,Ath Madrid,Espanol
Spain,La Liga Primera,25,Barcelona,Levante
Spain,La Liga Primera,25,Betis,Vallecano
Spain,La Liga Primera,25,Celta,Mallorca
Spain,La Liga Primera,25,Getafe,Sevilla
Spain,La Liga Primera,25,Osasuna,Real Madrid
Spain,La Liga Primera,25,Villarreal,Valencia
Spain,La Liga Primera,25,Sociedad,Oviedo
Spain,La Liga Primera,26,Barcelona,Villarreal
Spain,La Liga Primera,26,Betis,Sevilla
Spain,La Liga Primera,26,Elche,Espanol
Spain,La Liga Primera,26,Mallorca,Sociedad
Spain,La Liga Primera,26,Levante,Alaves
Spain,La Liga Primera,26,Vallecano,Ath Bilbao
Spain,La Liga Primera,26,Oviedo,Ath Madrid
Spain,La Liga Primera,26,Girona,Celta
Spain,La Liga Primera,26,Real Madrid,Getafe
Spain,La Liga Primera,26,Valencia,Osasuna
Spain,La Liga Primera,27,Ath Bilbao,Barcelona
Spain,La Liga Primera,27,Ath Madrid,Sociedad
Spain,La Liga Primera,27,Celta,Real Madrid
Spain,La Liga Primera,27,Espanol,Oviedo
Spain,La Liga Primera,27,Valencia,Alaves
Spain,La Liga Primera,27,Getafe,Betis
Spain,La Liga Primera,27,Villarreal,Elche
Spain,La Liga Primera,27,Levante,Girona
Spain,La Liga Primera,27,Osasuna,Mallorca
Spain,La Liga Primera,27,Sevilla,Vallecano
Spain,La Liga Primera,28,Alaves,Villarreal
Spain,La Liga Primera,28,Ath Madrid,Getafe
Spain,La Liga Primera,28,Barcelona,Sevilla
Spain,La Liga Primera,28,Betis,Celta
Spain,La Liga Primera,28,Oviedo,Valencia
Spain,La Liga Primera,28,Girona,Ath Bilbao
Spain,La Liga Primera,28,Real Madrid,Elche
Spain,La Liga Primera,28,Mallorca,Espanol
Spain,La Liga Primera,28,Vallecano,Levante
Spain,La Liga Primera,28,Sociedad,Osasuna
Spain,La Liga Primera,29,Ath Bilbao,Betis
Spain,La Liga Primera,29,Barcelona,Vallecano
Spain,La Liga Primera,29,Elche,Mallorca
Spain,La Liga Primera,29,Espanol,Getafe
Spain,La Liga Primera,29,Levante,Oviedo
Spain,La Liga Primera,29,Sevilla,Valencia
Spain,La Liga Primera,29,Celta,Alaves
Spain,La Liga Primera,29,Real Madrid,Ath Madrid
Spain,La Liga Primera,29,Osasuna,Girona
Spain,La Liga Primera,29,Villarreal,Sociedad
Spain,La Liga Primera,30,Alaves,Osasuna
Spain,La Liga Primera,30,Ath Madrid,Barcelona
Spain,La Liga Primera,30,Betis,Espanol
Spain,La Liga Primera,30,Girona,Villarreal
Spain,La Liga Primera,30,Mallorca,Real Madrid
Spain,La Liga Primera,30,Oviedo,Sevilla
Spain,La Liga Primera,30,Getafe,Ath Bilbao
Spain,La Liga Primera,30,Valencia,Celta
Spain,La Liga Primera,30,Vallecano,Elche
Spain,La Liga Primera,30,Sociedad,Levante
Spain,La Liga Primera,31,Ath Bilbao,Villarreal
Spain,La Liga Primera,31,Barcelona,Espanol
Spain,La Liga Primera,31,Celta,Oviedo
Spain,La Liga Primera,31,Elche,Valencia
Spain,La Liga Primera,31,Mallorca,Vallecano
Spain,La Liga Primera,31,Sociedad,Alaves
Spain,La Liga Primera,31,Sevilla,Ath Madrid
Spain,La Liga Primera,31,Osasuna,Betis
Spain,La Liga Primera,31,Levante,Getafe
Spain,La Liga Primera,31,Real Madrid,Girona
Spain,La Liga Primera,32,Alaves,Mallorca
Spain,La Liga Primera,32,Betis,Real Madrid
Spain,La Liga Primera,32,Espanol,Levante
Spain,La Liga Primera,32,Osasuna,Sevilla
Spain,La Liga Primera,32,Vallecano,Sociedad
Spain,La Liga Primera,32,Ath Madrid,Ath Bilbao
Spain,La Liga Primera,32,Getafe,Barcelona
Spain,La Liga Primera,32,Villarreal,Celta
Spain,La Liga Primera,32,Oviedo,Elche
Spain,La Liga Primera,32,Valencia,Girona
Spain,La Liga Primera,33,Ath Bilbao,Osasuna
Spain,La Liga Primera,33,Barcelona,Celta
Spain,La Liga Primera,33,Levante,Sevilla
Spain,La Liga Primera,33,Mallorca,Valencia
Spain,La Liga Primera,33,Oviedo,Villarreal
Spain,La Liga Primera,33,Real Madrid,Alaves
Spain,La Liga Primera,33,Elche,Ath Madrid
Spain,La Liga Primera,33,Girona,Betis
Spain,La Liga Primera,33,Vallecano,Espanol
Spain,La Liga Primera,33,Sociedad,Getafe
Spain,La Liga Primera,34,Alaves,Ath Bilbao
Spain,La Liga Primera,34,Betis,Oviedo
Spain,La Liga Primera,34,Celta,Elche
Spain,La Liga Primera,34,Espanol,Real Madrid
Spain,La Liga Primera,34,Getafe,Vallecano
Spain,La Liga Primera,34,Girona,Mallorca
Spain,La Liga Primera,34,Valencia,Ath Madrid
Spain,La Liga Primera,34,Osasuna,Barcelona
Spain,La Liga Primera,34,Villarreal,Levante
Spain,La Liga Primera,34,Sevilla,Sociedad
Spain,La Liga Primera,35,Ath Bilbao,Valencia
Spain,La Liga Primera,35,Ath Madrid,Celta
Spain,La Liga Primera,35,Barcelona,Real Madrid
Spain,La Liga Primera,35,Levante,Osasuna
Spain,La Liga Primera,35,Mallorca,Villarreal
Spain,La Liga Primera,35,Elche,Alaves
Spain,La Liga Primera,35,Sociedad,Betis
Spain,La Liga Primera,35,Sevilla,Espanol
